Comment,Category,Value,Sentiment
The stadium of the value of the value of the fact that Ga was very distant and it is not the basis of the basis,medias,0.69710433,Neutral
We entered the world of football giants with these great stadiums and the spherical boom that our country knows and the teams of friendly countries rushed to conduct their excluded interviews in the cities stadiumsTo achieve more achievements under the leadership of His Majesty the King may God protect and preserve him,medias,0.9161606,Positive
The problem is not in the size of the stadium but in organizing and controlling matters in front of different nationalities various cultures and languages as well and in front of large numbers and you must meet all tastes The popular proverb says to me,medias,0.613887,Neutral
There are those who say money to the stadiums of Nadero with another need O God for the stadiums and the World Cup nor a budget that is browned and walk,medias,0.632103,Neutral
Caen Moroccans Keschdo wages a good retirement from the Portuguese,medias,0.6265921,Positive
It is strange that the construction of the stadium of the Spanish fears especially if their companies will most likely contribute to building or studies or even in dyeing the World Cup is an opportunity for Morocco yes and all but the occasion is an opportunity for all European industrial countries especially to continue working in Morocco and operating the Moroccan labor and maybe these are some considerationsWhich gave us this honor otherwise they will be divided with us in any case It is not harmful to benefit from the experience and develop structured projectsMicro Calima must be preserved and if it is necessary it is separate to be valid for recycling in line with the fashion of the environment in the form of the stadiums of Qatar O God please,medias,0.57403815,Positive
Moulay Rashid Al -Alaid High School in Fez seizes the conduct of the Parents Association a group of public money looters without having a son or grandson in the institution since contracts have transformed the parents' parents and parents of the students of the project that sits money and millions without accountability or monitoringAmong the poor and the destitute students are difficult to acquire and it is not appropriate to become the issue of looting and theft,medias,0.8993949,Negative
Morocco Gadi receives all the teams of the African African continent for the World Cup at home because it is close to Europe close to Africa and Seal Bash comes to the European fans for Morocco and is close to the Africans and even the African team Magdy plays in Europe Bash Mimish the African audience for Europe under the pretext of the fabric of their team and remains a charity even a policy in HD CupThe common world either in the final of Gadi is often in Spain or Portugal because I am a final between European teams,medias,0.83875906,Neutral
The entire crowd of Morocco does not have a stadium with a covered global standard and speak on the world,medias,0.75706077,Negative
And what after the World Cup final what Seatina from this huge big stadium which is unparalleled in the world until the Hour of the Hour,medias,0.70340765,Positive
The major projects are good but it must be studied well Does Morocco need this stadium? Are these billions that will be spent in other sectors What is its fate after the end of the Moroccans and public money pays a high price in exchange for a boast in front of the world so that we take Brazil as an example and what after grinding billions in organizing a cupthe world,medias,0.6484686,Neutral
If this stadium was constructed it is the one who will embrace the end of the Bernabeu he will not be able because despite its elegant appearance from the inside then everyone knows that this stadium was built a century ago and its outer sidewalk is a few meters from the road where the cars are located in a residential neighborhood and I do not think that there are conditions for allObjectivity,medias,0.4624683,Negative
Al -Kassib sold the price for the deepening of Dibba Al -Shannaq,medias,0.8806155,Neutral
It should raise the concerns of Moroccans because its construction requires a huge amount and may increase the usurious stool from the World Bank,medias,0.695814,Negative
Al -Kasaba is a dazzle,medias,0.79843616,Neutral
This stadium raises Makhloufi as a Moroccan who spend more than a million dirhams on one stadium you resort to our pockets for a stadium that does not offer even a single rank in human development,medias,0.6734416,Negative
The Spanishri will play death boats It comes from Spain to the European youth,medias,0.6612303,Neutral
The infrastructure is the one that wins not a giant stadium that can accommodate a billion cubic meters of water,medias,0.5232612,Neutral
Establishing a large stadium with a huge investment in exchange for the honor of organizing I do not think it is a good idea and lacks wisdom,medias,0.8384561,Negative
With all humility Morocco has been preparing for this global ceremony for years only They thought about blackmailing the World Cup in South Africa which was now the role of Africa and Portugal,medias,0.64813554,Neutral
Countries rush to embrace the World Cup is a very important point because investments and signs urban and economic during the prohibition period are remarkably doubled and it is tantamount to the definition of the organized country with its tourism and economic capabilities and others,medias,0.7653369,Positive
Casablanca Stadium in Benslimane,medias,0.8837211,Neutral
Thank you for the son of my beloved the late Bin Younis I am the son of the deceased the honorable Jacobi in Al -Muzdad with a debtor and a grandmother under youOn the neighbors on the day of the French colonialism of the Algerian and what is the role of Morocco with them as king and people especially the eastern side and thank you,medias,0.7972436,Positive
Tightening monitoring and inflicting the maximum penalties for the violator,medias,0.6226543,Negative
All foods in the mosque of a corrupt Labna including lemon juice so that the lemon is injected with water in order to give a lot of juice,medias,0.58483577,Negative
Marrakech is the heart of Moroccan tourism from the authorities monitoring eating and shop owners especially in the Fanalaan Mosque There are tourists with a few We do not want health problems for tourists The reputation of Moroccan tourism,medias,0.57321155,Neutral
Unless there are heavy penalties for the right of this category which is only concerned with money at the expense of consumer health we will see more and more,medias,0.85743105,Negative
Imagine the recent poisoning incident if the tourists of a global scandal were killed by all accounts Marrakech a global tourist city on the authorities to tighten monitoring and the violators of violators especially the owners of the Al -Fna Mosque,medias,0.87713355,Negative
Haidu Kaab Duc The Glorious Stands and entered the Francis so the state of McDolends Tarbox and Moroccan Ghadi companies that are like respecting quality and standards I am one time I was subjected to a dangerous diarrhea and a vomiting was the worst and the worst week I swear to God and not to mention the juice that they were mixed with the right -wing of diseases such as Bouhrimne tuberculosis and liver CThe image of tourism in Marrakesh and they killed a regret from one of the one who came out of Tamak hindering or died without what we say to you from one of the regrets of Fash visited the artistic mosque and I am pursued,medias,0.8534152,Negative
There is a corrupt fish in the Al -Fna Mosque only the city of Fez which is entered by the spoiled fish that are not suitable for animal consumption so what about Admi,medias,0.9297529,Negative
Everyone is having fun in any way and hitting the wall of morals and good intentions do not fear God and how they fear human laws,medias,0.5803006,Positive
Peace corrupt whale spoiled chicken corrupt lemon corrupt Beipush corrupt owners of restaurants the furniture and the street vendors they have all have one logoAnd culture,medias,0.8813794,Negative
And what was hidden was the greatest and point in the sea of fraud and the reason is the withdrawal of the government from protecting the citizen and the lack of its basic role which is to impose control discipline monitoring and deterrence,medias,0.56196207,Negative
There is a strange phenomenon in some large cities that buy a thickness of fish and after the end of eating the remainder of the store is returned so that it does not count it on you to return it to its headquarters in the interface after the customer examined it and made the process of evaluation and flipping with his hands and nose and maybe sneez,medias,0.61538386,Neutral
Consumer health in a news was in the absence of continuous monitoring of sellers snacks restaurants and hotels where meat is corrupt chicken is dead and corrupt flour is corrupt fish is corrupt eggs are corrupt and everything is corrupt,medias,0.936879,Negative
The leak that the article talks about is the implementation of the policy of Kabrabana France which was expressed by the terroristOf it and the northern and this clear and explicit incitement is enough to make it vulnerable to its legally follow -up,medias,0.816448,Negative
The only solution is the eternal closure then the closure then the closure then the court The first is that their livelihoods in this field are better than cutting the breath of innocent people,medias,0.48977622,Negative
These they poison and perhaps kill people with premeditation,medias,0.962153,Negative
On many occasions I will be traveling for one day and I forbid myself to eat something,medias,0.655683,Negative
Do you expect the fish to be in an internal and semi -desert city such as Marrakesh the last thing you eat in a city like Marrakech is the fish Marrakech is the city of Al -Mashwan with the distinction of the city of mutton sheep meat brochit and grilled chicken not the city of seafoodLarache Al Hoceima or Agadir If you want to eat fish and seafood in Marrakesh you should have hotels and restaurants classified as you answer the commodity of high quality storage and match specifications,medias,0.6734377,Neutral
That Sheikh Al -Darir is a teacher who must benefit from his experience because it is not easy to make a pistol especially the bullet,medias,0.5740631,Neutral
My cousin Gog Hawala for a million two dead and two thousand riyals means one year with a water and quarter thousand and Hado Huma Duk Al -Hawali Lee Shaldi Kano Dayrin Tamanen a thousand riyals,medias,0.5198753,Negative
The cancellation preserves the dignity of the poor and the weak even if it is not possible at the present time due to the pressure that the government will be exposed to by lobbies and brokers,medias,0.5841699,Neutral
Since the price is not reasonable and high prices because of the actions of brokers brokers and the greed of sheep breeders I decided not to acquire the sacrifice and say God suffices and yes the agent should be reasonable in my ability and my financial ability,medias,0.57186323,Neutral
We hope that the feast will be canceled so we have no energy in its expense the high prices it came to everything,medias,0.83134484,Negative
Sheep imported according to the owners of the field are estimated at a thousand and the price of the recovery ranges between one and dirham and a country that supports a dirham and despite that we see the high cost of the markets unfortunately the state did not interfere to control the pricesA religious ritual and all the community’s bodies must be able may God have mercy on Hassan II when the day of Eid al -Adha was canceled so that there is a difference between the poor unable and rich and in order to preserve the animal wealth,medias,0.7248538,Neutral
God does not cost a soul except for the sake of the worshipers of the Hajj one of the pillars of Islam but for those who have been able to a way,medias,0.694308,Neutral
The insulting of religion is the breach of the obligatory prayers that are prayer and fasting and I say the application of the confirmed SunnahReasonable fear God in the poor personally last year I did not return and continue in this way,medias,0.87001663,Negative
The reason for the high cost of sacrifices is the lack of livestock and if the cattle decreases the sacrifice must be canceled in order to compensate the livestock and provide it for ordinary consumption today the lamb meat,medias,0.7015495,Negative
The cancellation is the opportunities for several reasons including the holiday of the government departments for four daysIn a rescue solution for all employees,medias,0.697014,Neutral
I think that the feast must be canceled for the dignity of the Moroccans and you are widespread,medias,0.903521,Negative
What is the one who does not have thousands of dirham,medias,0.57572186,Neutral
It is better but the lobbies and brokers are breathless for the quick profit The poor do not care about them,medias,0.7591997,Negative
Why is this Eid to cancel this not a free request to buy the sheep or adjust this because the feast did not become a worship but a habit and a feast and I show off and I challenge that there is a person who gives charity with a third of this year this year the normal ram of dirhams,medias,0.5167234,Negative
God does not cost a soul except its power,medias,0.49845424,Neutral
The abolition of the sacrifice of the feast not the abolition of the feast,medias,0.6724486,Neutral
There will be a problem after the feast God forbid,medias,0.8113828,Negative
The feast will not cancel because the decision -makers are imported and their interests are above all considerations,medias,0.68863636,Neutral
The high cost of the sacrifice is a party and its import from abroad on the other hand logical motives for canceling the ritual of the feast of maintenance for the dignity of simple and poor workers and to protect the national herd breeds from as well,medias,0.56647545,Negative
Morocco remains the only country in the world whose people are discussing the abolition of Eid al -Adha while it is a heavenly law and a confirmed Sunnah for whom it can have a waySharia let it be done and to eat and give it to the family and neighbors and this is the goal of the feast which is to introduce pleasure to everyone and God knows best,medias,0.7528275,Positive
If we go beyond the problem of the state's unwillingness to directly disrupt the prices the problem is the absence of the values of solidarity and cooperation between the wealthy and rich and the rich and between the poor of the country between those who buy a ram every day and only eats from it the small amount and throws the rest in garbage and between familiesYou find that the whole year will be in its sea and its cold and it cannot provide a degree of water to buy the sacrifice of the feast to enter joy and pleasure to the hearts of its children unfortunatelyGod for them in livelihood and do not even turn to their closest relatives on such occasions and see them waste money right and north in trivial matters,medias,0.62754184,Negative
The government had to cancel the sacrifice of this holiday because most Moroccans will be fired by its missile prices,medias,0.915796,Negative
The government will not cancel the Eid al -Adha feast because it protects the speculators and the sheep of the holiday for it,medias,0.72313607,Neutral
As long as there is a lack of sheep due to drought and the price much more expensive it is advisable to cancel the sacrifice in order to preserve livestock and preserve the pocket of the poor Morocco has already canceled the Eid sacrifice on a previous occasion,medias,0.51494694,Negative
Why was the loud and rushing concerts not canceled which are paid for huge money throughout the summer As for the feast one day and every family does what you want from what God and His Messenger are satisfied with?,medias,0.66870236,Neutral
He does not have anyone whatever it is to disrupt the ritual of Al -Adha except because of a compelling it is estimated by expert and reliable parties and by a decision of the guardian a legal reason and his intention and with a reading that matches the reality the Eid al -Adha has worldly and eschatological dimensions far and impact and not a local entertainment party,medias,0.7808653,Neutral
Gadin we stayed we were wasted on the cancellation and in the last Kalashi Ghadi costs precedes drowning and evil around me and it is forced because the neighbors are all seen around meAfter Eid Kalashi Payne and his sacrifice it is not possible for one who can buy and is a neighbor who does not disturb people,medias,0.6240641,Negative
There is no feast of Eid al -AdhaKatouli is poor and you do not have God give us your face,medias,0.86236537,Negative
I do not have a bash his spread the time of God is overwhelmed God has no power and no power except with God the Most High the Great no longing no merciful,medias,0.5898149,Neutral
If matters are assigned to others then wait for the hour In a time ago when the wise people are the owners of the audio word whether in society or within the family the families etc the problem of Eid al -Adha was not already raised and the meat was within the reach of the majority of Moroccans and everything was relatively wellAnd a bear makes his replacement and reincarnates characteristics that are not for him and far from him,medias,0.70483094,Neutral
I read it and liked meThe worlds have corrected your intentions and slaughtered them in approximation of God Almighty and not hypocrisy for people and forced into the thoughts of children and wife,medias,0.5407683,Neutral
Whoever returns Mubarak Masoud and whoever wants to run with a deficiency of work and intervention so people occupy a calamity with us who wants to compel people what you should do,medias,0.5049451,Neutral
Unfortunately Eid al -Adha which was the joy of Muslims and embodies the meanings of charity the patients ’illnesses and the wife's obedience to her husband which the majority dispersed in slaughtering the sheep most of those who sacrifice them are the poor and the middle class that is the rule of societyAnd some of them are righteous outside Morocco but they smaller this ritual and describe Eid al -Adha as dirt mold unpleasant smells and the leaf of flies in the alleysAnd the deficit in front of the neighbors and some of them avoid problems with his wife and wow and some of them enter into a loan but now and after this high cost they will not be able because if he wants to acquire the sacrifice he must sell all his home or a means of transportation,medias,0.52206224,Negative
The same topic is taken every year whenever the date of Eid al -Adha and the remarkable approach is that some of those who demand the cancellation you find them from the first but are keen to acquire the Eid sheep whatever the costs of that the possibilities,medias,0.75525266,Neutral
At this moment I returned from the stable of the livestock while I was in a deplorable state when I heard only the price of my knowledge,medias,0.68479043,Negative
Personally with the abolition of the feast as long as the exaggeration is too much and the cutting is also with the sheep and so we ended this year,medias,0.6432893,Negative
Whoever pays you to share the ram of the feast you are free in your faith and no one is obligated to buy the sacrifice for me I follow the year,medias,0.8205145,Neutral
The feast is from rituals and what I do not want to walk,medias,0.9022626,Negative
A whole year which is Kaylak the most precious restaurants and the best of the beaches and Kaour and put them in the legends and the Fallujah until the pilgrimage nor the Eid al -Adha feast and we start with us in the oppressed the ritual circumambulation of the poor is the first of the circumambulation on the Kaaba that we singled out the Eid al -Adha feast in respect of the feelings of the poor for meAnd the pilgrimage returned as they knew Surat Al -Tawbah,medias,0.76818264,Neutral
With regard to the sacrifice of the feast each has its reading of the subject that the clear matter is that a large number of poor Moroccans and weak or medium income people will not be able to acquire it and urge it to establish it despite the high cost and the sheroine in the path of extinction and the support of the state is more than the question of the beneficiary of all this process that its abolition will resolve a lot ofProblems and the state will compete with support or convert it to support for eloquence to reproduce for a period of no less than years There are incomprehensible matters in the topic It is up to raise the retirement age,medias,0.5939192,Neutral
The majority of citizens are not able to provide the price of the sacrifice of the feast but Moroccan society does not have mercy because we are not yet at the level of societies that are concerned with their affairs only but we are from societies that go beyond the affairs of others,medias,0.7540374,Negative
No the sacrifice of the feast is a year for whom he can and not if a person is able to buy it and in the easiest of his command let him do and whoever cannot do and God is the helper,medias,0.7418376,Neutral
By God most of the Moroccan people who are in a percentage have no money to buy the sacrifice of the feast because of the high cost that the country has not seen in its life Everyone with the abolition of the people has become a dairy cow in anything that is broken by the land of injustice and remembrance,medias,0.87150776,Negative
By God my brothers and we will see Islam and Muslims only in Al -Awsheir to a tidal,medias,0.84028137,Neutral
The only solution is for the state to impose forty days before the feast selling the sacrifices with the scale even though the state determines a reasonable price that does not harm the farmer and the consumer,medias,0.7467523,Neutral
The government must announce the abolition of Eid al -Adha due to the high costs climatic conditions and living in the Moroccan people,medias,0.5325038,Negative
There is no power or power except with God Almighty every year the same topic However Moroccans sacrifice poor and rich and most likely the rich do not care about the sacrifices of the days of Eid They are on a hotel vacation and the middle and poor class are the people of sacrifices,medias,0.6985855,Negative
All acts of worship in Islamism were the duties imposed or our age as a delegate to it or a granular based on the pillars of the transmission of worship or the ritual of determination to the license and the ease the lack of hardness the sensory and the moral cleanliness and the preservation of the soul and as long as the occasion of Eid al -Adha has become one of the most severe causes and material restrictions on Muslims and turned into an opportunity to earn spread high prices and eat moneyPeople are clearly clear to diseases resulting from pollution and excessive consumption of unhealthy meat and threatening the stability of families from an economic and social point of view so stopping them temporarily until it is straight,medias,0.81602716,Negative
The sacrifice of the sacrifice on the day of Eid al -Adha is a certain year who has been able and has the financial ability so let him buy it and whoever is unable is not forced and nothing on it I remember well when we were young We used to hear about many familiesThey share the meat of the sacrifice with the family relatives and neighbors who have no ability to do so but now the situation has changed so that it has become a habit and not worship,medias,0.68240416,Neutral
Some commentators say whoever is able to buy the sacrifice of the feast and whoever cannot buy it the Brotherhood how are the poor psychological and his young children who did not buy the sheep when they see the rituals of slaughter someone turns to the poor at all,medias,0.7269305,Negative
You have the eligibility and there is no Darwish no Bash I will see the sacrifice of God the best help and I will be happy,medias,0.8512759,Positive
Eid al -Adha is not within the reach of the poor and middle class We hope that this Eid will be canceled,medias,0.8123566,Negative
I cannot buy the sacrifice of the feast and my brother beside me because he does not have the day of his strength and I was the one who was helping him to buy the feast of the feast because this time is very high and not my card to buy me and my brother and for this you must cancel the sacrifice of the feast,medias,0.7085653,Negative
The simple and poor citizen has never thought of canceling the feast of the Days but inflation and the high prices of successive and missile prices and monopoly is the one who imposed on the citizen to demand the abolition of the feast for this year because the prices exceed the imagination and in the inherent of the innocent citizen the children are greedyThe lobbies are dominating the simple citizen in the absence of any control or protection from the state despite the support and the feed submitted to these so that the citizen does not return to any result but on the contrary some of those have benefited from the subsidized feed and from the support and with that he requests more than one fictionIt is the abolition of the feast the saving of face for everyone and deterring the clashes of crises and monopoly,medias,0.56985486,Neutral
For all the brothers who say that the feast of the sacrifice is a year and not an obligation and that those who have no energy by buying I say I agree with you one hundred percent on this side but from the social side it is different especially those who have young children and here I ask each of you can you bear the looks of your children on the day of Eid and your neighborsThey sacrifice their sacrifice and you are not a sacrifice for you,medias,0.64250076,Neutral
The abolition of the feast is the only way to preserve the dignity of the Moroccan citizen and this is what is meant by Islamic law because the high prices have become frightening and the acquisition of the sacrifice of the feast increases the fatigue of this simple citizen and no power except with God,medias,0.49807298,Neutral
The abolition of the feast is a decisive issue that the cancellation serves the country and the people in general so that the price of meat does not rise next year because the height will increase more so more if the celebration was officially celebrated after we are not asking for its price,medias,0.58663696,Neutral
The issue of canceling the ritual of Eid al -Adha this year has a milestra and the years of drought in addition to the high prices of sheep bridles of brokers craving and brokers All these things justify the cancellation of this ritual temporarily this year,medias,0.7097969,Negative
I am with the abolition of the feast for two years because the government has no realistic solution,medias,0.66872305,Negative
Eid al -Adha is a year and not an obligation and it is one of the rituals of Hajj,medias,0.89985526,Neutral
Even one of what Ghadi imposes on Ali Bash we will repeat the Zamzam and I do not have a soul,medias,0.9195303,Negative
They boycotted smoking playing paper parties traveling drinking wine and other sacrifices a confirmed Sunnah and it is not obligatory for the ableAl -Adha is the law of the Lord of the Worlds so correct your intentions and restore them with approximation of God Almighty and not hypocrisy and reparation for the thoughts of children and wife,medias,0.6099529,Neutral
If the popular consciousness moved why people would be overwhelmed why do people insist on buying the sacrifice and their solution,medias,0.50592554,Negative
The feast is a year associated directly with the standing of Arafa and the day of slaughtering then and since the pilgrimage to those who managed so the state must take the decision and not the sacrifice to protect or more from the MoroccansIn the abolition they are importing cheaply and selling to Moroccans for the price,medias,0.50647557,Negative
Most of the people who rush to buy the greatest ram with the most expensive price and boast about this you find them not praying and not and away from the debt except on such an occasion you find the first in it and you find it defending the sacrifice that it does not cancel,medias,0.62062615,Neutral
Yes to cancel Saad Al -Faqir it is not possible for a large category to buy the Eid ram this year,medias,0.7411333,Negative
The Ministry of Agriculture must intervene and graduate the current situation from a suffocating crisis Morocco has never known like it as the high prices caused by speculators and folding have not been entrusted to the Moroccans since independence He was surprised by how the Moroccans have started from now and immediateThe poor needy widows retirees and shame all shame on the Ministry of Agriculture which has not moved a resident we demand the cancellation of Eid al -Adha this year several considerations including high costs,medias,0.86523247,Negative
Since the offer exceeds the demand and while the government wants to be nailed to livestock it is reasonable to cancel this year the year of Eid until the weather conditions change and the price of the feed that the sacrifices and the couscous are in order to fill their pockets at the expense of the common people who are burdened with the fullness of living and the ability to live in,medias,0.6334295,Negative
To me I have an insult to me I am not a land or a cancellation not because it is from the rituals of God,medias,0.73303974,Negative
I see that it is time to break the link with behaviors that make the simple and overwhelmed citizen to his matter hostage to the religious beliefs of the true religion is to adhere to the performance of the obligatory prayers first and in the good deeds with the children of the human being meaning that we desert the obligatory prayers and our behavior and our transactions are all hypocrisy lying theft and obscene then Nahoul is running behindSharia is only from the Sunnah to serve the economies of other countriesOr at least a million heads here talks about animal security As for importing it will always make us hostage to other countries and this is a fatal mistake that the greed of importers who see only their outrageous profits even if it is at the expense of the economy and security of the country imported us last year and the result was that we are still importing is not this extreme stupidity,medias,0.78782666,Negative
The cancellation of the Eid ritual will preserve our dignity how not while we are facing the high prices in the prices and our children are coming to pass the matches of schools Aliaakif no and we suffer with the prices of waist fruits and basic foodstuffs until we protect our children from hunger no harm no harm in the agricultural season for this year it was a arid season and there is no embarrassmentThe cancellation of the ritual of Eid this year for the next year,medias,0.53539026,Neutral
Wisdom requires the abolition of sacrifices,medias,0.8202306,Neutral
Why are we always looking for totalitarianism in everything related to us as citizens of things that we can separate because of a simple that we are not in the same economic situation Asidi for me a prostitute,medias,0.8223893,Negative
The sacrifice is Sunnah and we approach it to God and there is no right to seek the abolition of the one who was able to sacrifice so let him sacrifice and whoever cannot sacrifice because it is not a pillar of Islam and whoever sacrificed him to give charity to those who did not sacrifice and this is the Sunnah,medias,0.7019483,Neutral
Peace cancel the feast resolves the crisis of the poor and increases the wealth of sheep in this beloved country,medias,0.4510729,Neutral
All indicators and data are in one direction that this ritual is not to establish this year The Moroccan is waiting for the Commander of the FaithfulThe national herd is all factors and the public interest in the direction of disrupting this law this year and the government's fog procedures and the failure to specify the sale price for the cheap importer increases the darkerness of the matter,medias,0.490892,Negative
The fuel lobby lobby is an import lobby and the brokers have a strong agency and they would be in the scene in the square and we do not suffer and yes and yes the agent,medias,0.6343388,Neutral
Eid al -Adha is the second Eid in and is considered suitable for Muslims for the uterus and kindness of the poor and celebrating with them but in Morocco Eid al -Adha has become a massacre for the poor Unfortunately there is a rise in the prices of sacrifice and oils is high in the price of coal and kitchen suppliesBehind the collection of fictional returns on the occasion of Eid al -Adha was not limited to the gain and vegetables onlyTo the Casablanca from the seventh of June I went to the net twice and asked about this but the same excuse was that we are working to plan a schedule for a holiday period but unfortunately it was not completed,medias,0.65227014,Negative
It is truly a year but it is exhausting for millions,medias,0.6972545,Negative
O Moroccans they boycotted the purchase of Al -Hawalli,medias,0.7023849,Negative
Praise be to God I have the financial ability to buy the feast and I will not buy it,medias,0.5159964,Neutral
Why is not the establishment of a Berber sports channel for the transmission of important life and the transfer of Moroccan patrols in addition to the establishment of a second Amazigh channel that only concerns the films series and Amazigh versionsPortuguese and Spanish,medias,0.7940792,Neutral
Happy with this and grateful to the reading network in Morocco for its tremendous efforts in establishing a culture of reading in Morocco,art-et-culture,0.98712814,Positive
Greetings Question: Is the engineer Al -Bayaz an architect if it was not why the Moroccan engineer who was not denied the engineering of Gaza Airport,art-et-culture,0.74059457,Neutral
Boder is a good person who has a jealousy of his country worthy of appreciation We wish him success,art-et-culture,0.95299035,Positive
He worked in his place that is unfortunate that we do not see the sociologist and social psychologist absent and absent from the policies and public programsEven the planning of interventions like another is the suffocating crisis from which education passed due to the strike as it became clear that the plans and dealing of the state with the protest lacks assumption of sociology and psychological sociology,art-et-culture,0.6626575,Negative
If the meaning is useless there is no use in repetition while the pandemic is one of the tools of conflict unless it is a choice or out of control is the puzzle and if we hate it then it is good as God said that you hate something and it is better for you and I have said it about our respected world a mystery and others said the confidence of the laboratory virusBut God is Al -Hafiz and the journalist is grateful for this distinctive look that benefits its memory,art-et-culture,0.44308567,Neutral
Although our fate is one and we must be social but there is no confidence in the world,art-et-culture,0.51948667,Neutral
Sociologists must tighten the travelers to human rights societies join them and research on the issue of democracy economic social and cultural development,art-et-culture,0.80223566,Neutral
Moroccan film with a joint production between France Switzerland and Canada they are simply,art-et-culture,0.8830345,Neutral
Films that perpetuate the imaginative stereotypes in the West are supported encouraged and accepted,art-et-culture,0.5004893,Neutral
Can the French finance and display films about French terrorism in Africa or Zionist terrorism that films that show anything that offensive to the massacres are the ones that support,art-et-culture,0.74540854,Negative
The film is a joint production between French and Canadian companies that are natural to have high views in Khirnsabab,art-et-culture,0.54260254,Positive
There are really Moroccan films but the film industry remains weak,art-et-culture,0.72585034,Negative
Let us say some words under the shadow of HD the theatrical artistic news thank you and always we still say the theater from its income from its door not from the windActing photography or cosmetic door and we mean it is possible for the actor to change the features of the face temporarily only The theater is his habit always holds his wedding to honor the faces whose images have been applauded,art-et-culture,0.5885055,Neutral
Rather you are Sharif Ibn Sharif and from the Sherif Al -Naqal dynasty the professor who is the generation of the seventies at the Tabont School in Ouarzazate dedication and sincerity in the work of virtuous morals honorable treatment and righteous behavior all of the benign qualities that everyone who was discipled at the hands of,art-et-culture,0.7582506,Neutral
You only said what must be the son of Sahara Hammoudi I am proud,art-et-culture,0.7693502,Positive
This orientation towards the African continent was wrong or at least the way in which the wrong is directed dependent on exporting good deeds and drowning Morocco with immigrants as well as interest in the youth of AfricaEconomically and socially destroyed and it is only concerned with foreigners and ball,art-et-culture,0.8786476,Negative
The reality reflects that there is no benefit in wasting the time of a generation in acquiring a language that will not help them find work and providing a livelihood or in social professional academic and scientific sophistication What is the use of learning a language that is still looking for a location for it among the dialects so what about it will have a situation inThe global linguistic market is realistic and rational,tamazight,0.4846631,Neutral
Circulating the Amazigh language in public schools privacy fighting illiteracy and introducing it to a teaching program for Moroccan immigrants abroad,tamazight,0.82661426,Neutral
The educational system in the event that the inclusion of science in the French language and the insertion of the Amazigh by force in education despite the intense rejection of the Moroccan people will only increase the Amazigh misfortunes with the hieroglyphic crafts that are not suitable for the production of thought,tamazight,0.7932941,Negative
About any Berbers speak Berber and do not know their letters and I am one of them who are marketing for such ideas,tamazight,0.6197571,Negative
Why this symposium was in Arabic and not in Berber,tamazight,0.5880469,Neutral
I am an Amazigh a father of the grandfather and I have broken down the hybrid letters with which I do not link me any bond neither from near nor an ambitious so I reject it irreversibly and say to those who defend the Amazigh Tafinagh Siro cooking it and broke it with it if you live and take a trick and give it to it,tamazight,0.69486064,Negative
Since you met the Amazigh lines on the walls of the old caves and monuments and adopted them as an official language on these accounts especially their special Egyptians they return to the hieroglyphic writing and Iraqis refer to the cuneiform writing in your healthEnglish Chinese and living languages are not the language of caves,tamazight,0.79433227,Neutral
These people always play the role of the victim and suspend their failure on others whether or not a person changes mentalities as if mentalities prevented them from thinking and writing as soon as they met except for cried on history man religion language colonial and geography unless they could achieve it in thousands of years and their feeling of failure to achieve it now only to find the other to carry itThe reason for this failure want to build a civilization but when they look at their protectors they find no prolonged talk,tamazight,0.8171864,Negative
The truth is that teaching this dialect is a waste of money and time and no one from the wise Moroccans will teach his children and take care of a tone that does not fatten or sing from hunger even if it is imposed,tamazight,0.90143967,Negative
In order for any country to play a strategic role the matter needs to strengthen the front ie the arrangement of the house internally in order to create the strong national cohesion that will make the country play this role that aspires to him beautiful words and reasonable wordsArabic empties your words from its content,tamazight,0.5370085,Neutral
The freedom that enjoys Hadalil is that the constitution is not suspended As for tweeting outside the swarm we ask God to guide everyone in the latterJust delusions and human rights are just a way and a means of blackmailing the Gaza war their nakedness,tamazight,0.72724766,Neutral
In one of his videos this Amazigh activist describes one of the Arab ministers as a clear Arboush that he used this word for the sake of contempt then I felt that this activist has no love except for the children of his skin,tamazight,0.8990216,Negative
While they teach their children in foreign schools and scientific languages they impose on our children an accent that does not understand their letters even the Berbers themselves,tamazight,0.94732517,Negative
Nature is subject to the principle of survival and continuity of the most suitable as well,tamazight,0.7498618,Neutral
Like you you disperse the Amazigh house in Morocco It lacks only writing The constitution came with the Islamic and Amazigh Islam,tamazight,0.5850153,Negative
You and those like you are the ones who lost the Moroccan people for years towards progress and lost our money in Khazabat who do not fatten or sing from hungerThey have old languages why do you apply what dictates to you,tamazight,0.9191729,Negative
Dear activist the Amazigh dialect is not suitable for anything and the evidence is that you do not use it in your videos,tamazight,0.95175457,Negative
If the Amazigh language is still authentic and is not subjected to sabotage by its speakers it has its rules and it is loved by it and defending it then it is not forbidden to be an official language and that the students and students study it and to spread within society,tamazight,0.55714387,Positive
There are three different dialects in the speech speaking of the third dialects who do not understand each other,tamazight,0.67202646,Negative
I swear to God Almighty that you got sick with things that do not benefit us in front of the grocer the butcher the doctor and the pharmacist and we assume the argument that all Moroccans mastered the Amazigh what they would go to behind behind,tamazight,0.91226083,Negative
I have one question I am not and I did not see the profiles of the Amazigh flag the Israeli flag and the writing in Hebrew and I will guide you as Israel as a Fucon and some of those who are tired and not those who are listed are you?,tamazight,0.62536144,Negative
